,Name,Year,Position,Appearances,Wins,Losses,Nationality,Goals,Headed Goals,Right Footed Goals,Left Footed Goals,Hit Woodwork,Goals per Match,Penalties Scored,Freekicks Scored,Shots,Shots on Target,Shooting Accuracy,Big Chances Missed,Tackles,Blocked Shots,Interceptions,Clearances,Headed Clearances,Tackle Success,Recoveries,Duels Won,Duels Lost,Successful 50/50s,Aerials Battles Won,Aerial Battles Lost,Clean Sheets,Goals Conceded,Own Goals,Errors Lead to a Goal,Last Man Tackles,Clearances Off the Line,Assists,Passes,Passes per Game,Big Chances,Crosses,Cross Accuracy,Through Balls,Accurate Long Balls,Goalie Goals,Yellows,Reds,Fouls,Offsides,Saves,Penalties Saved,Punches,High claims,Catches,Sweeper Clearances,Throw Outs,Goal Kicks
602,David Bentley,2007,Midfielder,37,15,9,England,6,1,4,1,5,0.16,0,1,101,36,36,0,49,18,37,27,2,78,260,222,296,75,8,13,,,,0,,,8,1134,30.65,0,419,26,10,104,,8,0,56,8,,,,,,,,
603,Richard Dunne,2007,Defender,36,14,12,Ireland,0,0,0,0,0,,,,,,,,108,0,50,516,139,77,182,210,111,9,68,42,10,40,1,2,2,2,0,1396,38.78,0,0,0,0,156,,2,2,35,0,,,,,,,,
604,Gary Neville,2007,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
605,Graham Stack,2007,Goalkeeper,0,0,0,Ireland,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
606,Rachid Bouaouzan,2007,Midfielder,0,0,0,Morocco,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
607,Peter Ramage,2007,Defender,3,1,1,England,0,0,0,0,0,,,,,,,,1,0,0,5,0,100,6,1,2,0,0,0,0,1,0,0,0,0,1,18,6.0,0,1,0,0,1,,0,0,0,0,,,,,,,,
608,Shane Lowry,2007,Defender,0,0,0,Australia,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
609,Greg Halford,2007,Defender,8,1,4,England,0,0,0,0,0,,,,,,,,17,1,22,64,23,82,46,45,26,5,15,5,1,14,0,0,0,0,0,302,37.75,0,23,35,0,32,,1,1,9,0,,,,,,,,
610,Danny Guthrie,2007,Midfielder,25,7,11,England,0,0,0,0,1,0.0,0,0,21,1,5,0,57,7,37,26,5,75,174,111,108,20,9,11,,,,0,,,0,700,28.0,0,86,21,1,33,,4,0,19,3,,,,,,,,
611,Ivan Campo,2007,Midfielder,27,7,12,Spain,1,1,0,0,0,0.04,0,0,32,7,22,0,51,8,27,86,27,75,169,122,105,8,19,11,,,,0,,,1,957,35.44,0,34,26,1,111,,8,0,37,0,,,,,,,,
612,Andrey Voronin,2007,Forward,19,11,1,Ukraine,5,0,4,1,1,0.26,0,0,40,19,48,0,20,4,12,11,1,,,,,,,,,,,,,,2,328,17.26,0,17,,,,,2,0,22,10,,,,,,,,
613,Robert Sissons,2007,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
614,Wayne Routledge,2007,Midfielder,3,2,1,England,0,0,0,0,0,0.0,0,0,0,0,0,0,4,0,0,1,0,100,4,6,7,0,0,0,,,,0,,,0,32,10.67,0,14,29,0,1,,0,0,0,1,,,,,,,,
615,Radek Cerny,2007,Goalkeeper,13,3,4,Czech Republic,,,,,,,,,,,,,,,,,,,,,,,,,4,14,0,0,,,1,235,18.08,,,,,53,0,1,0,0,,44,0,5,17,21,0,67,131
616,Lucas Leiva,2007,Midfielder,18,14,1,Brazil,0,0,0,0,0,0.0,0,0,23,5,22,0,76,6,36,37,13,75,97,104,102,1,15,13,,,,0,,,4,619,34.39,0,13,31,4,47,,0,0,32,1,,,,,,,,
617,Steve Sidwell,2007,Midfielder,15,13,0,England,0,0,0,0,0,0.0,0,0,8,0,0,0,28,3,6,8,3,61,43,42,38,2,5,7,,,,0,,,1,201,13.4,0,2,50,1,14,,1,0,18,2,,,,,,,,
618,John Utaka,2007,Forward,29,12,10,Nigeria,5,0,3,2,1,0.17,0,0,37,12,32,0,39,9,22,11,1,,,,,,,,,,,,,,3,557,19.21,0,81,,,,,1,0,33,7,,,,,,,,
619,Harry Kewell,2007,Midfielder,10,3,3,Australia,0,0,0,0,0,0.0,0,0,20,4,20,0,12,5,7,7,1,83,39,36,57,8,8,5,,,,0,,,1,282,28.2,0,31,23,1,9,,0,0,7,1,,,,,,,,
620,Mido,2007,Forward,12,3,5,Egypt,2,0,0,2,0,0.17,0,0,20,7,35,0,4,4,1,9,3,,,,,,,,,,,,,,0,220,18.33,0,11,,,,,4,1,23,13,,,,,,,,
621,Andy Carroll,2007,Forward,4,2,2,England,0,0,0,0,0,0.0,0,0,2,1,50,0,3,0,1,1,0,,,,,,,,,,,,,,1,50,12.5,0,0,,,,,0,0,3,2,,,,,,,,
622,Dong Fangzhuo,2007,Forward,0,0,0,China,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
623,Kieran Lee,2007,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
624,Dan Gosling,2007,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
625,Tyrone Mears,2007,Defender,25,1,19,Jamaica,1,0,1,0,0,,,,,,,,84,1,39,141,36,76,96,144,110,17,10,18,2,59,0,0,0,0,1,645,25.8,0,67,27,1,45,,2,0,22,2,,,,,,,,
626,Lassana Diarra,2007,Midfielder,19,10,7,France,1,0,1,0,0,0.05,0,0,22,5,23,0,81,6,17,32,4,79,143,169,159,55,4,13,,,,0,,,0,801,42.16,0,21,38,2,104,,3,0,39,0,,,,,,,,
627,Samuel Oji,2007,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
628,Nathan Woolfe,2007,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
629,Sam Hewson,2007,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
630,Péter Gulácsi,2007,Goalkeeper,0,0,0,Hungary,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
631,Blerim Dzemaili,2007,Midfielder,0,0,0,Switzerland,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
632,Mehdi Nafti,2007,Midfielder,26,6,14,Tunisia,0,0,0,0,0,0.0,0,0,9,2,22,0,64,2,45,44,5,86,160,90,91,5,3,9,,,,0,,,1,827,31.81,0,10,30,2,79,,8,0,31,0,,,,,,,,
633,Geovanni,2007,Midfielder,19,7,6,Brazil,3,0,3,0,0,0.16,0,0,19,6,32,0,10,4,2,1,0,100,29,42,46,14,0,5,,,,0,,,1,210,11.05,0,12,17,0,15,,4,0,15,1,,,,,,,,
634,Albert Luque,2007,Forward,0,0,0,Spain,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
635,Wayne Brown,2007,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
636,Lucas Neill,2007,Defender,34,11,13,Australia,0,0,0,0,0,,,,,,,,93,3,51,204,45,80,268,184,124,23,21,17,7,46,0,0,0,0,2,1499,44.09,0,69,23,2,122,,4,0,32,1,,,,,,,,
637,Febian Brandy,2007,Forward,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
638,Lewin Nyatanga,2007,Defender,2,0,2,Wales,1,0,1,0,0,,,,,,,,3,0,2,15,3,100,8,8,2,0,1,0,0,7,0,0,0,0,0,46,23.0,0,1,0,0,5,,0,0,0,0,,,,,,,,
639,Maceo Rigters,2007,Forward,2,1,1,Netherlands,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,0,3,1.5,0,1,,,,,0,0,0,0,,,,,,,,
640,James Henry,2007,Forward,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
641,Dietmar Hamann,2007,Midfielder,29,13,10,Germany,0,0,0,0,0,0.0,0,0,13,2,15,0,105,6,57,68,9,79,225,184,121,7,9,6,,,,0,,,0,1341,46.24,0,7,14,0,81,,8,0,48,0,,,,,,,,
642,Clint Dempsey,2007,Forward,36,8,17,United States,6,1,2,2,0,0.17,0,0,78,30,38,0,74,11,24,67,14,,,,,,,,,,,,,,1,898,24.94,0,38,,,,,4,0,75,22,,,,,,,,
643,Harry Forrester,2007,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
644,Jack Collison,2007,Midfielder,2,0,2,Wales,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,1,3,1,50,4,2,5,0,0,0,,,,0,,,0,28,14.0,0,0,0,0,0,,0,0,2,0,,,,,,,,
645,Mauro Zárate,2007,Forward,14,3,6,Argentina,4,0,2,2,0,0.29,0,1,19,7,37,0,7,4,1,1,0,,,,,,,,,,,,,,1,165,11.79,0,19,,,,,1,0,13,7,,,,,,,,
646,Lukas Jutkiewicz,2007,Forward,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
647,Luke Ayling,2007,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
648,Olivier Tebily,2007,Defender,0,0,0,Cote D'Ivoire,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
649,Rolando Bianchi,2007,Forward,19,7,5,Italy,4,1,1,2,0,0.21,0,0,20,12,60,0,3,1,2,4,0,,,,,,,,,,,,,,1,220,11.58,0,1,,,,,0,0,19,19,,,,,,,,
650,Andy Webster,2007,Defender,0,0,0,Scotland,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
651,Richard Kingson,2007,Goalkeeper,1,0,1,Ghana,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,1,,,0,31,31.0,,,,,8,0,0,0,0,,4,0,1,1,1,0,0,9
652,Alexandre Song,2007,Midfielder,9,8,1,Cameroon,0,0,0,0,0,0.0,0,0,1,0,0,0,17,0,12,52,25,76,35,35,15,2,13,7,,,,0,,,0,291,32.33,0,1,0,0,32,,0,0,4,0,,,,,,,,
653,Martyn Waghorn,2007,Forward,3,0,3,England,0,0,0,0,0,0.0,0,0,1,0,0,0,1,1,0,1,1,,,,,,,,,,,,,,0,22,7.33,0,2,,,,,0,0,3,0,,,,,,,,
654,Ricardo Vaz Tê,2007,Forward,1,0,1,Portugal,0,0,0,0,0,0.0,0,0,1,1,100,0,2,0,0,0,0,,,,,,,,,,,,,,0,16,16.0,0,2,,,,,0,0,1,0,,,,,,,,
655,Yakubu,2007,Forward,31,14,12,Nigeria,15,4,7,4,0,0.48,1,0,68,31,46,0,22,14,6,1,0,,,,,,,,,,,,,,2,613,19.77,0,40,,,,,2,0,61,22,,,,,,,,
656,Morten Gamst Pedersen,2007,Midfielder,37,15,9,Norway,4,1,1,2,1,0.11,0,0,86,22,26,0,75,28,53,106,24,69,152,215,229,21,54,51,,,,0,,,1,967,26.14,0,169,17,1,32,,6,0,60,13,,,,,,,,
657,Patrick Boyle,2007,Defender,0,0,0,Scotland,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
658,Matt Upson,2007,Defender,29,11,11,England,1,1,0,0,1,,,,,,,,58,2,45,420,127,71,133,154,96,3,66,55,8,30,0,1,0,0,0,977,33.69,0,0,0,0,127,,2,0,25,0,,,,,,,,
659,Anthony Stokes,2007,Forward,20,5,10,Ireland,1,0,1,0,0,0.05,0,0,18,8,44,0,17,3,9,11,0,,,,,,,,,,,,,,0,206,10.3,0,33,,,,,1,0,11,7,,,,,,,,
660,Leigh Mills,2007,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
661,Jacob Mellis,2007,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
662,Chris Herd,2007,Midfielder,0,0,0,Australia,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
663,Suree Sukha,2007,Midfielder,0,0,0,Thailand,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
664,Lee Cattermole,2007,Midfielder,24,5,11,England,1,0,1,0,0,0.04,0,0,12,3,25,0,44,4,38,28,3,77,76,63,67,0,5,6,,,,1,,,0,386,16.08,0,9,22,2,43,,5,0,21,0,,,,,,,,
665,Rodrigo Possebon,2007,Midfielder,0,0,0,Italy,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
666,Justin Hoyte,2007,Defender,5,3,1,Trinidad And Tobago,0,0,0,0,0,,,,,,,,2,1,4,13,3,100,11,4,9,0,0,1,1,1,0,0,0,0,0,76,15.2,0,5,0,0,1,,1,0,1,0,,,,,,,,
667,Matthew Briggs,2007,Defender,0,0,0,Guyana,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
668,Darren Fletcher,2007,Midfielder,16,13,2,Scotland,0,0,0,0,1,0.0,0,0,5,1,20,0,29,1,8,19,2,86,41,48,25,2,4,4,,,,0,,,2,370,23.13,0,7,14,1,28,,1,0,7,0,,,,,,,,
669,Bernardo Corradi,2007,Forward,0,0,0,Italy,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
670,Paul Scholes,2007,Midfielder,24,17,2,England,1,0,1,0,0,0.04,0,0,29,5,17,0,57,8,33,15,3,67,171,84,99,9,1,6,,,,0,,,4,1592,66.33,0,7,29,3,223,,3,0,31,1,,,,,,,,
671,Giles Barnes,2007,Forward,21,0,16,Jamaica,1,0,1,0,0,0.05,0,0,31,13,42,0,23,7,16,20,3,,,,,,,,,,,,,,1,314,14.95,0,43,,,,,0,0,12,4,,,,,,,,
672,Mario Melchiot,2007,Defender,31,8,14,Netherlands,0,0,0,0,0,,,,,,,,57,1,55,161,42,81,153,149,78,26,25,15,10,31,0,1,1,0,1,980,31.61,0,44,25,1,76,,2,1,19,1,,,,,,,,
673,Michael Mancienne,2007,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
674,John Kissock,2007,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
675,Craig Gordon,2007,Goalkeeper,34,10,19,Scotland,,,,,,,,,,,,,,,,,,,,,,,,,6,55,1,1,,,0,603,17.74,,,,,194,0,1,0,0,,84,0,21,35,39,0,109,301
676,Roy O'Donovan,2007,Forward,17,7,8,Ireland,0,0,0,0,0,0.0,0,0,15,4,27,0,10,1,3,5,1,,,,,,,,,,,,,,0,116,6.82,0,9,,,,,2,0,12,4,,,,,,,,
677,David Bevan,2007,Goalkeeper,0,0,0,Ireland,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
678,Ryan Burge,2007,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
679,Jordon Mutch,2007,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
680,John Arne Riise,2007,Defender,29,17,3,Norway,0,0,0,0,0,,,,,,,,52,18,28,140,40,71,122,123,85,10,43,24,9,19,0,0,0,0,3,810,27.93,0,95,21,2,49,,3,0,18,4,,,,,,,,
681,Scott Harris,2007,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
682,Liam Bridcutt,2007,Midfielder,0,0,0,Scotland,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
683,Jem Karacan,2007,Midfielder,0,0,0,Turkey,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
684,Tony Kane,2007,Defender,0,0,0,Northern Ireland,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
685,Steven Reid,2007,Defender,24,7,8,Ireland,0,0,0,0,1,,,,,,,,42,7,26,76,16,71,128,122,100,9,19,12,4,30,0,1,0,0,0,913,38.04,0,26,15,2,93,,6,0,46,0,,,,,,,,
686,Slobodan Rajkovic,2007,Defender,0,0,0,Serbia,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
687,Sean Highdale,2007,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
688,Glen Little,2007,Midfielder,2,0,1,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,1,,,,0,,,0,13,6.5,0,3,0,1,0,,0,0,0,0,,,,,,,,
689,Jamie Carragher,2007,Defender,35,19,4,England,0,0,0,0,0,,,,,,,,95,4,39,411,115,63,198,166,62,4,41,23,14,24,0,0,0,2,2,1355,38.71,0,11,18,1,216,,4,0,26,0,,,,,,,,
690,Stephen Darby,2007,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
691,Fábio Aurélio,2007,Defender,16,10,3,Brazil,1,0,0,1,0,,,,,,,,45,4,19,89,32,73,93,77,43,7,15,11,2,13,1,0,0,0,1,649,40.56,0,75,25,0,44,,1,0,12,1,,,,,,,,
692,Bobby Convey,2007,Midfielder,20,4,13,United States,0,0,0,0,0,0.0,0,0,19,3,16,0,17,6,9,19,2,71,64,38,58,3,0,5,,,,0,,,2,259,12.95,0,50,20,7,7,,1,0,8,0,,,,,,,,
693,Mitchell Hanson,2007,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
694,Mat Sadler,2007,Defender,5,1,3,England,0,0,0,0,0,,,,,,,,5,0,2,20,7,60,19,16,8,0,3,2,0,3,0,0,0,0,0,84,16.8,0,2,0,0,4,,0,0,3,0,,,,,,,,
695,Stefan Wessels,2007,Goalkeeper,2,0,2,Germany,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,0,,,0,38,19.0,,,,,8,0,0,0,0,,2,0,3,2,2,0,12,20
696,Younes Kaboul,2007,Defender,21,6,10,France,3,0,1,2,1,,,,,,,,43,5,30,280,87,86,106,117,53,13,48,20,2,35,0,1,0,0,1,647,30.81,0,8,0,0,54,,1,0,11,0,,,,,,,,
697,Danny Higginbotham,2007,Defender,21,4,12,Gibraltar,3,3,0,0,0,,,,,,,,25,1,19,349,116,64,100,99,40,0,58,22,2,39,0,0,0,1,0,476,22.67,0,8,25,1,78,,1,0,12,1,,,,,,,,
698,Fabio Zamblera,2007,Forward,0,0,0,Italy,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
699,Mikaël Silvestre,2007,Defender,3,1,1,France,0,0,0,0,0,,,,,,,,10,0,4,22,4,80,12,16,7,1,2,1,0,2,0,0,0,0,0,71,23.67,0,3,0,0,5,,0,0,2,0,,,,,,,,
700,Shaun Wright-Phillips,2007,Midfielder,27,18,3,England,2,0,2,0,0,0.07,0,0,44,11,25,0,55,10,25,24,1,75,106,124,127,40,6,16,,,,0,,,4,511,18.93,0,81,21,5,15,,1,0,23,6,,,,,,,,
701,Christian Wilhelmsson,2007,Midfielder,8,2,4,Sweden,0,0,0,0,0,0.0,0,0,5,2,40,0,5,2,4,7,1,80,10,17,15,6,0,0,,,,0,,,0,74,9.25,0,5,0,0,3,,0,0,1,0,,,,,,,,
702,Sebastian Larsson,2007,Midfielder,35,8,16,Sweden,6,0,6,0,1,0.17,0,3,29,14,48,0,90,4,51,82,16,83,143,140,193,6,14,23,,,,0,,,5,826,23.6,0,201,32,1,40,,5,0,54,3,,,,,,,,
703,Jean-Yves Mvoto,2007,Defender,0,0,0,France,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
704,Jonathan Flynn,2007,Defender,0,0,0,Northern Ireland,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
705,Simon Elliott,2007,Midfielder,0,0,0,New Zealand,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
706,Teerasil Dangda,2007,Forward,0,0,0,Thailand,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
707,Ben Hamer,2007,Goalkeeper,0,0,0,England,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
708,Damien Johnson,2007,Midfielder,17,4,6,Northern Ireland,0,0,0,0,0,0.0,0,0,5,2,40,0,53,2,50,53,7,70,111,75,81,6,5,9,,,,0,,,0,460,27.06,0,5,0,1,23,,5,1,19,0,,,,,,,,
709,Adda Djeziri,2007,Midfielder,0,0,0,Algeria,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
710,James McPike,2007,Forward,0,0,0,Australia,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
711,Benoit Assou-Ekotto,2007,Defender,1,0,0,Cameroon,0,0,0,0,0,,,,,,,,5,0,2,14,4,80,8,8,7,0,2,3,0,1,0,0,0,0,0,33,33.0,0,6,33,0,3,,1,0,2,0,,,,,,,,
712,Wayne Rooney,2007,Forward,27,21,1,England,12,1,10,1,4,0.44,0,0,109,48,44,0,31,24,17,14,1,,,,,,,,,,,,,,10,955,35.37,0,81,,,,,8,0,37,24,,,,,,,,
713,Grant Leadbitter,2007,Midfielder,31,9,17,England,2,0,1,1,1,0.06,0,0,48,14,29,0,49,13,34,34,1,65,137,89,116,12,9,15,,,,0,,,4,748,24.13,0,107,21,1,40,,5,0,33,4,,,,,,,,
714,Danny Philliskirk,2007,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
715,John Carew,2007,Forward,32,13,9,Norway,13,6,6,1,3,0.41,1,0,105,36,34,0,20,24,8,29,5,,,,,,,,,,,,,,1,864,27.0,0,25,,,,,5,0,100,33,,,,,,,,
716,Bobby Zamora,2007,Forward,13,3,7,England,1,1,0,0,1,0.08,0,0,26,6,23,0,4,6,5,8,2,,,,,,,,,,,,,,2,324,24.92,0,29,,,,,1,0,29,14,,,,,,,,
717,Sam Sodje,2007,Defender,0,0,0,Nigeria,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
718,Toni Kallio,2007,Defender,0,0,0,Finland,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
