,Name,Year,Position,Appearances,Wins,Losses,Nationality,Goals,Headed Goals,Right Footed Goals,Left Footed Goals,Hit Woodwork,Goals per Match,Penalties Scored,Freekicks Scored,Shots,Shots on Target,Shooting Accuracy,Big Chances Missed,Tackles,Blocked Shots,Interceptions,Clearances,Headed Clearances,Tackle Success,Recoveries,Duels Won,Duels Lost,Successful 50/50s,Aerials Battles Won,Aerial Battles Lost,Clean Sheets,Goals Conceded,Own Goals,Errors Lead to a Goal,Last Man Tackles,Clearances Off the Line,Assists,Passes,Passes per Game,Big Chances,Crosses,Cross Accuracy,Through Balls,Accurate Long Balls,Goalie Goals,Yellows,Reds,Fouls,Offsides,Saves,Penalties Saved,Punches,High claims,Catches,Sweeper Clearances,Throw Outs,Goal Kicks
462,Rohan Ince,2018,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
463,Joao Moutinho,2018,Midfielder,38,16,13,Portugal,1,0,0,1,1,0.03,0,0,18,3,17,0,113,5,40,40,12,51,264,182,212,13,21,40,,,,0,,,8,1863,49.03,7,196,32,4,124,,4,0,53,0,,,,,,,,
464,Corey Jordan,2018,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
465,Ovie Ejaria,2018,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
466,Vashon Neufville,2018,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
467,Tomer Hemed,2018,Forward,0,0,0,Israel,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
468,Freddie Woodman,2018,Goalkeeper,0,0,0,England,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
469,Sean Longstaff,2018,Midfielder,9,4,4,England,1,0,1,0,1,0.11,0,0,8,2,25,0,17,3,10,7,1,76,46,38,41,5,9,12,,,,0,,,0,293,32.56,1,3,67,0,30,,2,0,7,0,,,,,,,,
470,Michy Batshuayi,2018,"Name
Michy Batshuayi    Forward
Michy Batshuayi    Forward
Name: Position, dtype: object",11,7,3,"Name
Michy Batshuayi    Belgium
Michy Batshuayi    Belgium
Name: Nationality, dtype: object",5,0,5,0,0,0.45,0,0,27,10,37,3,2,9,3,0,0,,,,,,,,,,,,,,0,163,14.82,0,1,,,,,0,0,7,12,,,,,,,,
471,Callum Wilson,2018,Forward,30,12,13,England,14,3,7,3,2,0.47,1,0,65,30,46,21,9,11,4,15,10,,,,,,,,,,,,,,9,440,14.67,13,20,,,,,3,0,41,19,,,,,,,,
472,Emerson Hyndman,2018,Midfielder,1,0,0,United States,0,0,0,0,0,0.0,0,0,0,0,0,0,6,0,1,0,0,33,2,6,3,0,0,1,,,,0,,,0,23,23.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
473,Connor Randall,2018,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
474,James Milner,2018,Midfielder,31,24,1,England,5,0,5,0,0,0.16,3,0,24,8,33,0,43,13,18,22,14,53,143,104,94,15,20,28,,,,0,,,4,1401,45.19,6,134,28,6,81,,5,1,28,0,,,,,,,,
475,Ryan Fraser,2018,Midfielder,38,13,19,Scotland,7,0,5,2,1,0.18,0,0,51,25,49,2,19,15,22,19,4,58,135,120,112,24,11,28,,,,0,,,14,1195,31.45,28,271,28,6,28,,2,0,6,10,,,,,,,,
476,Shane Long,2018,Forward,26,7,11,Ireland,5,0,5,0,1,0.19,0,0,30,10,33,6,15,6,7,18,16,,,,,,,,,,,,,,1,305,11.73,3,14,,,,,3,0,26,12,,,,,,,,
477,Matej Vydra,2018,Forward,13,2,10,Czech Republic,1,0,1,0,0,0.08,0,0,6,3,50,2,2,0,1,6,3,,,,,,,,,,,,,,1,73,5.62,1,1,,,,,1,0,7,2,,,,,,,,
478,Ryan Kent,2018,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
479,Vincent Kompany,2018,Defender,17,16,0,Belgium,1,0,1,0,0,,,,,,,,16,2,16,55,38,63,68,55,34,3,36,17,5,7,0,0,0,0,0,1227,72.18,0,0,0,0,63,,6,0,17,1,,,,,,,,
480,Brad Smith,2018,Defender,0,0,0,Australia,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
481,Matej Kovar,2018,Goalkeeper,0,0,0,Czech Republic,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
482,Ashley Williams,2018,Defender,0,0,0,Wales,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
483,Nathaniel Chalobah,2018,Midfielder,9,3,4,England,0,0,0,0,0,0.0,0,0,2,1,50,0,3,1,5,7,5,67,19,10,19,0,4,4,,,,0,,,0,112,12.44,1,1,100,0,4,,2,0,5,0,,,,,,,,
484,Matt Ritchie,2018,Midfielder,36,12,16,Scotland,2,0,0,2,0,0.06,1,0,41,10,24,3,70,13,51,61,32,63,171,155,183,15,35,65,,,,0,,,8,1100,30.56,8,259,26,5,59,,9,0,55,1,,,,,,,,
485,Fousseni Diabate,2018,Forward,1,0,0,Mali,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,0,0,0,,,,,,,,,,,,,,0,14,14.0,0,2,,,,,0,0,0,1,,,,,,,,
486,Calum Chambers,2018,Defender,31,7,19,England,2,0,2,0,1,,,,,,,,63,11,69,107,48,57,233,154,154,23,64,55,5,52,0,1,0,0,0,1484,47.87,1,14,0,2,89,,9,0,34,0,,,,,,,,
487,Arijanet Muric,2018,Goalkeeper,0,0,0,Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
488,Raul Jimenez,2018,Forward,38,16,13,Mexico,13,3,9,1,3,0.34,2,0,111,35,32,10,30,24,26,39,31,,,,,,,,,,,,,,7,1059,27.87,13,27,,,,,4,0,42,33,,,,,,,,
489,Felipe Anderson,2018,Midfielder,36,14,15,Brazil,9,0,6,3,2,0.25,0,0,58,25,43,2,89,17,41,12,3,55,227,226,257,76,10,26,,,,0,,,4,1667,46.31,10,121,28,22,85,,3,0,27,5,,,,,,,,
490,Diogo Jota,2018,Midfielder,33,15,10,Portugal,9,0,4,5,3,0.27,0,0,58,24,41,8,28,12,13,11,9,,,,,,,,,,,,,,5,745,22.58,10,36,,,,,11,0,42,6,,,,,,,,
491,Jamie Vardy,2018,Forward,34,14,14,England,18,3,11,4,3,0.53,4,0,79,40,51,17,14,10,6,27,21,,,,,,,,,,,,,,4,416,12.24,8,28,,,,,3,1,19,37,,,,,,,,
492,Daniel Agyei,2018,Forward,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
493,Dale Stephens,2018,Midfielder,30,6,17,England,1,0,0,1,0,0.03,0,0,11,1,9,0,84,3,46,46,29,69,201,127,131,7,26,23,,,,0,,,1,1353,45.1,0,2,50,1,123,,6,1,44,0,,,,,,,,
494,Shinji Okazaki,2018,Forward,21,6,9,Japan,0,0,0,0,0,0.0,0,0,5,4,80,2,5,0,2,1,0,,,,,,,,,,,,,,1,94,4.48,0,0,,,,,0,0,6,3,,,,,,,,
495,Timothy Fosu-Mensah,2018,Defender,12,2,8,Netherlands,0,0,0,0,0,,,,,,,,18,0,12,25,10,39,42,34,33,8,7,13,0,18,1,1,0,0,0,406,33.83,0,15,20,1,19,,3,0,7,0,,,,,,,,
496,Julio Pleguezuelo,2018,Defender,0,0,0,Spain,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
497,Taylor Richards,2018,Forward,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
498,Fred,2018,Midfielder,17,9,7,Brazil,1,0,1,0,2,0.06,0,0,17,2,12,1,29,3,16,8,2,59,105,60,78,10,3,13,,,,1,,,1,769,45.24,1,13,38,3,60,,2,0,25,1,,,,,,,,
499,Christian Fuchs,2018,Defender,3,1,2,Austria,0,0,0,0,0,,,,,,,,4,1,4,7,4,75,17,10,8,1,3,3,0,5,0,0,0,0,0,118,39.33,0,15,27,0,7,,0,0,3,0,,,,,,,,
500,Dominic Calvert-Lewin,2018,Forward,35,14,14,England,6,4,2,0,1,0.17,0,0,52,16,31,7,13,9,8,19,14,,,,,,,,,,,,,,2,430,12.29,2,8,,,,,3,0,34,6,,,,,,,,
501,Victor Lindelof,2018,Defender,30,14,9,Sweden,1,0,0,1,0,,,,,,,,40,3,24,118,63,68,147,131,70,8,69,41,6,40,1,0,1,0,1,1490,49.67,4,1,0,1,64,,1,0,19,0,,,,,,,,
502,Miguel Britos,2018,Defender,3,0,2,Uruguay,0,0,0,0,0,,,,,,,,4,0,3,10,4,50,13,11,9,1,5,3,0,5,0,1,0,0,0,59,19.67,0,1,0,0,5,,0,0,3,0,,,,,,,,
503,Joe Mason,2018,Forward,0,0,0,Ireland,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
504,Shani Tarashaj,2018,Forward,0,0,0,Switzerland,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
505,Riyad Mahrez,2018,Forward,27,22,3,Algeria,7,0,2,5,2,0.26,0,0,54,25,46,5,14,13,9,2,1,,,,,,,,,,,,,,4,798,29.56,9,73,,,,,0,0,10,9,,,,,,,,
506,Charlie Gilmour,2018,Midfielder,0,0,0,Scotland,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
507,Jeremie Boga,2018,Midfielder,0,0,0,Cote D'Ivoire,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
508,Jayson Molumby,2018,Midfielder,0,0,0,Ireland,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
509,Ali Koiki,2018,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
510,Alireza Jahanbakhsh,2018,Forward,19,5,11,Iran,0,0,0,0,2,0.0,0,0,21,6,29,0,32,5,11,2,0,,,,,,,,,,,,,,0,277,14.58,0,23,,,,,2,0,19,6,,,,,,,,
511,Reece Burke,2018,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
512,Marcos Alonso,2018,Defender,31,18,6,Spain,2,0,0,2,6,,,,,,,,74,14,39,86,46,62,213,194,150,17,66,54,13,28,0,0,0,0,4,1881,60.68,4,98,9,2,43,,6,0,28,2,,,,,,,,
513,Chicharito,2018,Forward,25,8,13,Mexico,7,2,2,2,0,0.28,0,0,37,18,49,7,3,8,1,8,5,,,,,,,,,,,,,,1,322,12.88,3,9,,,,,2,0,9,11,,,,,,,,
514,Michail Antonio,2018,Midfielder,33,12,14,England,6,3,2,1,6,0.18,0,0,65,25,38,5,23,11,18,21,7,61,114,204,251,58,80,105,,,,0,,,4,668,20.24,6,50,12,5,26,,3,0,34,10,,,,,,,,
515,Sergio Romero,2018,Goalkeeper,0,0,0,Argentina,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
516,Sead Kolasinac,2018,Defender,24,12,7,Bosnia And Herzegovina,0,0,0,0,0,,,,,,,,34,3,20,25,15,62,126,76,89,13,20,28,5,29,0,1,0,0,5,971,40.46,10,51,24,3,20,,5,0,21,10,,,,,,,,
517,Jack Cork,2018,Midfielder,37,11,19,England,1,0,0,1,0,0.03,0,0,17,2,12,0,51,7,29,79,32,53,219,167,181,27,52,79,,,,0,,,2,1329,35.92,2,14,21,3,76,,6,0,30,4,,,,,,,,
518,Costel Pantilimon,2018,Goalkeeper,0,0,0,Romania,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
519,Gerard Deulofeu,2018,Forward,30,10,13,Spain,10,0,10,0,1,0.33,0,0,60,22,37,6,11,14,14,3,2,,,,,,,,,,,,,,5,718,23.93,9,62,,,,,3,0,14,34,,,,,,,,
520,Anthony Georgiou,2018,Midfielder,0,0,0,Cyprus,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
521,Leo Ostigard,2018,Defender,0,0,0,Norway,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
522,Mario Lemina,2018,Midfielder,21,2,12,Gabon,1,0,1,0,1,0.05,0,0,25,5,20,0,49,7,43,30,14,65,119,124,108,23,29,16,,,,0,,,1,809,38.52,2,9,33,3,44,,5,0,31,1,,,,,,,,
523,Bradley Collins,2018,Goalkeeper,0,0,0,England,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
524,Dimitri Foulquier,2018,Defender,0,0,0,Guadeloupe,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
525,Joseph Gomez,2018,Defender,16,13,0,England,0,0,0,0,0,,,,,,,,17,1,14,39,17,65,71,54,40,4,24,19,7,4,0,0,0,0,0,787,49.19,0,7,29,0,32,,2,0,12,0,,,,,,,,
526,Rhoys Wiggins,2018,Defender,0,0,0,Wales,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
527,Matt Doherty,2018,Defender,38,16,13,Ireland,4,2,1,1,1,,,,,,,,67,7,60,84,63,63,166,253,206,20,145,103,7,41,1,0,0,1,5,1399,36.82,9,62,23,3,53,,5,0,30,3,,,,,,,,
528,Matthew Lowton,2018,Defender,21,5,12,England,0,0,0,0,0,,,,,,,,56,1,29,71,34,63,128,105,84,12,26,13,4,41,0,1,0,1,0,638,30.38,1,58,12,3,72,,7,0,22,0,,,,,,,,
529,Shane Duffy,2018,Defender,35,9,17,Ireland,5,3,1,1,1,,,,,,,,35,2,36,243,170,57,144,237,102,5,187,71,7,54,0,0,0,4,1,1305,37.29,0,2,50,0,108,,4,1,22,4,,,,,,,,
530,Joshua King,2018,Forward,35,12,17,Norway,12,1,9,2,1,0.34,5,0,72,23,32,10,30,18,7,13,9,,,,,,,,,,,,,,3,802,22.91,10,43,,,,,3,0,53,7,,,,,,,,
531,Joshua Bohui,2018,Forward,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
532,Isaac Success,2018,Forward,30,9,14,Nigeria,1,0,1,0,0,0.03,0,0,29,10,34,4,15,8,2,11,10,,,,,,,,,,,,,,1,349,11.63,4,13,,,,,4,0,24,12,,,,,,,,
533,Joel Pereira,2018,Goalkeeper,0,0,0,Portugal,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
534,Fikayo Tomori,2018,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
535,Chris Wood,2018,Forward,38,11,20,New Zealand,10,6,3,1,5,0.26,0,0,59,23,39,9,13,9,3,26,16,,,,,,,,,,,,,,2,599,15.76,7,12,,,,,2,0,26,53,,,,,,,,
536,James Daly,2018,Forward,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
537,Bakary Sako,2018,Midfielder,4,3,1,Mali,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,0,0,0,50,5,2,6,0,0,2,,,,0,,,0,10,2.5,0,3,0,0,1,,0,0,1,1,,,,,,,,
538,Adam Lallana,2018,Midfielder,13,10,0,England,0,0,0,0,0,0.0,0,0,5,2,40,0,16,2,5,1,1,56,25,43,37,8,9,14,,,,0,,,0,302,23.23,0,8,25,1,5,,1,0,4,0,,,,,,,,
539,Cedric Soares,2018,Defender,18,3,8,Portugal,1,0,1,0,0,,,,,,,,23,4,22,50,23,74,83,58,56,7,23,25,4,31,0,2,1,0,2,594,33.0,2,64,23,0,31,,4,0,9,1,,,,,,,,
540,Michael Carrick,2018,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
541,Mason Holgate,2018,Defender,5,1,1,England,0,0,0,0,0,,,,,,,,5,0,3,31,14,80,21,28,20,2,14,17,0,9,0,0,0,0,0,253,50.6,0,0,0,0,26,,1,0,2,1,,,,,,,,
542,Marouane Fellaini,2018,Midfielder,14,5,5,Belgium,0,0,0,0,0,0.0,0,0,7,3,43,1,21,2,4,33,21,62,50,79,56,1,48,23,,,,0,,,1,425,30.36,0,6,17,0,4,,1,0,15,2,,,,,,,,
543,Demetri Mitchell,2018,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
544,Lewis Grabban,2018,Forward,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
545,Ruben Neves,2018,Midfielder,35,14,13,Portugal,4,0,4,0,0,0.11,2,2,74,16,22,0,75,30,73,44,16,43,286,132,167,11,31,35,,,,0,,,3,1940,55.43,4,26,19,11,212,,8,0,37,0,,,,,,,,
546,Jordi Osei-Tutu,2018,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
547,Andriy Yarmolenko,2018,Forward,9,2,6,Ukraine,2,0,0,2,0,0.22,0,0,9,3,33,1,4,3,2,3,0,,,,,,,,,,,,,,0,203,22.56,1,10,,,,,2,0,8,1,,,,,,,,
548,Emiliano Martinez,2018,Goalkeeper,0,0,0,Argentina,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
549,Moussa Sissoko,2018,Midfielder,29,18,9,France,0,0,0,0,0,0.0,0,0,15,3,20,1,36,5,16,21,16,69,208,114,113,36,24,21,,,,0,,,3,1348,46.48,4,27,15,0,41,,2,0,24,3,,,,,,,,
550,Alfred N'Diaye,2018,Midfielder,0,0,0,Senegal,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
551,Alexis Mac Allister,2018,Midfielder,0,0,0,Argentina,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
552,Jack Colback,2018,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
553,Alexander Srloth,2018,Forward,12,3,7,Norway,0,0,0,0,0,0.0,0,0,4,1,25,1,2,0,0,3,3,,,,,,,,,,,,,,0,59,4.92,1,1,,,,,0,0,4,0,,,,,,,,
554,Jamaal Lascelles,2018,Defender,32,10,15,England,0,0,0,0,0,,,,,,,,32,1,39,213,104,66,180,134,69,1,92,46,10,36,0,2,2,0,1,1104,34.5,2,2,0,2,73,,4,0,16,1,,,,,,,,
555,Chuba Akpom,2018,Forward,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
556,Michal Zyro,2018,Forward,0,0,0,Poland,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
557,Ryan Bertrand,2018,Defender,24,5,11,England,1,0,0,1,1,,,,,,,,46,4,27,44,17,59,76,111,104,6,38,44,6,42,0,0,0,0,0,774,32.25,3,93,24,1,19,,8,0,26,0,,,,,,,,
558,Cheikhou Kouyate,2018,"Name
Cheikhou Kouyate    Midfielder
Cheikhou Kouyate    Midfielder
Name: Position, dtype: object",31,11,14,"Name
Cheikhou Kouyate    Senegal
Cheikhou Kouyate    Senegal
Name: Nationality, dtype: object",0,0,0,0,1,0.0,0,0,20,8,40,2,58,4,16,31,17,,,,,,,,,,,,,,2,765,24.68,0,8,,,,,3,0,34,3,,,,,,,,
559,Patrick van Aanholt,2018,Defender,36,12,17,Netherlands,3,0,1,2,0,,,,,,,,48,10,40,80,30,50,216,94,75,22,10,12,11,46,0,0,1,0,2,1610,44.72,7,42,26,5,68,,3,0,12,10,,,,,,,,
560,Nnamdi Ofoborh,2018,Midfielder,0,0,0,Nigeria,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
561,Filip Benkovic,2018,Defender,0,0,0,Croatia,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
562,Reiss Nelson,2018,Forward,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
563,Ntumba Massanka,2018,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
564,Nathan Ake,2018,Defender,38,13,19,Netherlands,4,3,0,1,1,,,,,,,,66,7,32,230,127,53,182,176,114,3,88,73,10,70,0,0,1,2,0,1696,44.63,2,6,83,1,71,,3,0,28,2,,,,,,,,
565,Harvey Barnes,2018,Midfielder,16,6,8,England,1,0,1,0,0,0.06,0,0,40,10,25,3,10,15,3,5,3,60,41,54,48,30,7,8,,,,0,,,2,311,19.44,3,23,13,2,2,,0,0,7,2,,,,,,,,
566,Felix Nmecha,2018,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
567,Matt Miazga,2018,Defender,0,0,0,United States,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
568,Eldin Jakupovic,2018,Goalkeeper,0,0,0,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
569,Chris Mepham,2018,Defender,13,3,7,Wales,0,0,0,0,0,,,,,,,,9,0,14,57,25,33,47,47,30,3,31,19,2,17,0,1,0,0,1,405,31.15,1,1,0,0,17,,1,0,7,0,,,,,,,,
570,Matt Macey,2018,Goalkeeper,0,0,0,England,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
571,Cesar Azpilicueta,2018,Defender,38,21,8,Spain,1,1,0,0,0,,,,,,,,105,5,43,75,43,57,201,199,137,10,69,50,15,39,0,0,0,0,5,2483,65.34,5,118,18,2,48,,4,0,39,2,,,,,,,,
572,Uwe Hunemeier,2018,Defender,0,0,0,Germany,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
573,Cenk Tosun,2018,Forward,25,7,10,Turkey,3,1,1,1,0,0.12,0,0,37,17,46,3,13,6,5,3,1,,,,,,,,,,,,,,3,258,10.32,1,4,,,,,3,0,17,8,,,,,,,,
574,Kenedy,2018,"Name
Kenedy    Midfielder
Kenedy    Midfielder
Name: Position, dtype: object",25,8,12,"Name
Kenedy    Brazil
Kenedy    Brazil
Name: Nationality, dtype: object",1,0,0,1,2,0.04,0,0,31,6,19,3,30,11,32,19,7,,,,,,,,,,,,,,1,462,18.48,1,28,,,,,1,0,19,5,,,,,,,,
575,James Tomkins,2018,Defender,29,10,14,England,1,1,0,0,0,,,,,,,,33,3,34,182,98,61,111,138,123,2,91,91,9,37,0,2,1,0,1,1111,38.31,2,1,0,0,126,,6,0,16,1,,,,,,,,
576,Paul Gladon,2018,Forward,0,0,0,Netherlands,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
577,James Tarkowski,2018,Defender,35,11,18,England,3,1,0,1,1,,,,,,,,71,2,42,235,138,51,134,273,144,7,169,78,7,63,0,1,0,3,1,1135,32.43,0,5,20,0,107,,8,0,35,4,,,,,,,,
