,Name,Year,Position,Appearances,Wins,Losses,Nationality,Goals,Headed Goals,Right Footed Goals,Left Footed Goals,Hit Woodwork,Goals per Match,Penalties Scored,Freekicks Scored,Shots,Shots on Target,Shooting Accuracy,Big Chances Missed,Tackles,Blocked Shots,Interceptions,Clearances,Headed Clearances,Tackle Success,Recoveries,Duels Won,Duels Lost,Successful 50/50s,Aerials Battles Won,Aerial Battles Lost,Clean Sheets,Goals Conceded,Own Goals,Errors Lead to a Goal,Last Man Tackles,Clearances Off the Line,Assists,Passes,Passes per Game,Big Chances,Crosses,Cross Accuracy,Through Balls,Accurate Long Balls,Goalie Goals,Yellows,Reds,Fouls,Offsides,Saves,Penalties Saved,Punches,High claims,Catches,Sweeper Clearances,Throw Outs,Goal Kicks
229,Josh Benson,2018,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
230,Toni Martinez,2018,Forward,0,0,0,Spain,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
231,Paul Pogba,2018,Midfielder,35,18,8,France,13,1,11,1,3,0.37,7,0,105,50,48,7,47,29,18,36,25,64,218,234,259,60,59,61,,,,0,,,9,2068,59.09,7,28,11,15,165,,6,0,54,5,,,,,,,,
232,James Maddison,2018,Midfielder,36,14,16,England,7,0,7,0,1,0.19,1,3,83,28,34,5,48,24,12,5,3,67,126,187,163,50,11,34,,,,0,,,7,1404,39.0,13,205,33,22,79,,3,1,25,2,,,,,,,,
233,Jordan Henderson,2018,Midfielder,32,26,1,England,1,0,0,1,0,0.03,0,0,16,1,6,1,46,6,30,13,6,76,168,89,83,7,25,21,,,,0,,,3,1740,54.38,2,38,13,6,105,,1,1,26,1,,,,,,,,
234,Paris Maghoma,2018,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
235,Benjamin Garre,2018,Midfielder,0,0,0,Argentina,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
236,Marko Grujic,2018,Midfielder,0,0,0,Serbia,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
237,Nacho Monreal,2018,Defender,22,15,5,Spain,1,0,0,1,0,,,,,,,,35,1,31,54,27,49,101,99,71,7,36,39,5,24,0,0,0,1,3,1168,53.09,4,28,14,0,30,,5,0,17,1,,,,,,,,
238,Lucas Piazon,2018,Midfielder,0,0,0,Brazil,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
239,Andre Gray,2018,Forward,29,11,14,England,7,0,5,2,0,0.24,0,0,35,17,49,10,3,10,2,4,2,,,,,,,,,,,,,,2,236,8.14,3,8,,,,,2,0,12,15,,,,,,,,
240,Phil Bardsley,2018,Defender,19,7,9,Scotland,0,0,0,0,0,,,,,,,,32,3,31,66,28,59,70,79,69,4,32,28,4,27,1,0,1,1,0,555,29.21,4,37,27,0,37,,9,0,22,0,,,,,,,,
241,Ben Barclay,2018,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
242,Callum Roberts,2018,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
243,Nathaniel Phillips,2018,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
244,Anthony Gordon,2018,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
245,Jiri Skalak,2018,Midfielder,0,0,0,Czech Republic,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
246,Aleksandar Dragovic,2018,Defender,0,0,0,Austria,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
247,Ross Barkley,2018,Midfielder,27,16,5,England,3,0,2,1,1,0.11,0,0,41,9,22,3,15,14,8,13,8,67,89,76,71,15,19,8,,,,1,,,5,954,35.33,4,7,14,4,40,,1,0,14,0,,,,,,,,
248,Maarten Stekelenburg,2018,Goalkeeper,0,0,0,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
249,Elliot Watt,2018,Midfielder,0,0,0,Scotland,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
250,Lee Grant,2018,Goalkeeper,0,0,0,England,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
251,Edimilson Fernandes,2018,Midfielder,0,0,0,Switzerland,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
252,James Tilley,2018,Forward,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
253,Ashley Barnes,2018,Forward,37,10,20,England,12,2,9,1,2,0.32,2,0,65,30,46,13,28,14,2,24,16,,,,,,,,,,,,,,2,518,14.0,6,6,,,,,8,0,54,22,,,,,,,,
254,Pontus Dahlberg,2018,Goalkeeper,0,0,0,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
255,Leon Balogun,2018,Defender,8,3,4,Nigeria,1,0,1,0,0,,,,,,,,12,0,17,32,16,50,27,27,19,0,13,10,0,10,0,1,0,0,0,216,27.0,0,0,0,0,15,,2,0,5,1,,,,,,,,
256,Mathias Normann,2018,Midfielder,0,0,0,Norway,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
257,Ilkay Gundogan,2018,Midfielder,31,26,4,Germany,6,1,4,1,1,0.19,0,1,43,11,26,1,19,15,28,18,9,63,154,85,81,19,26,24,,,,0,,,3,1994,64.32,6,98,30,17,74,,3,0,13,0,,,,,,,,
258,Denis Suarez,2018,Midfielder,4,3,1,Spain,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,100,5,6,12,4,0,0,,,,0,,,0,34,8.5,0,0,0,0,0,,0,0,0,0,,,,,,,,
259,Carl Jenkinson,2018,Defender,3,2,1,England,0,0,0,0,0,,,,,,,,3,0,0,2,1,67,8,4,6,0,1,2,0,3,0,0,0,0,0,75,25.0,0,3,0,0,0,,0,0,1,0,,,,,,,,
260,Angelo Ogbonna,2018,Defender,24,8,11,Italy,1,1,0,0,0,,,,,,,,31,2,35,99,45,42,93,118,64,1,79,37,2,36,0,0,0,0,1,795,33.13,1,0,0,1,44,,2,0,15,0,,,,,,,,
261,Phil Jones,2018,Defender,18,11,4,England,0,0,0,0,0,,,,,,,,19,0,23,62,28,68,92,78,33,3,46,18,3,17,0,0,1,0,1,754,41.89,1,1,0,0,39,,1,0,8,0,,,,,,,,
262,Tom Dele-Bashiru,2018,Midfielder,0,0,0,Nigeria,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
263,Dejan Iliev,2018,Goalkeeper,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
264,Erdal Rakip,2018,Midfielder,0,0,0,Sweden,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
265,Florin Gardos,2018,Defender,0,0,0,Romania,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
266,Rhian Brewster,2018,Forward,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
267,Brad Jackson,2018,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
268,Beram Kayal,2018,Midfielder,18,6,8,Israel,1,0,0,1,0,0.06,0,0,5,2,40,0,28,0,15,25,17,61,56,61,78,11,16,27,,,,0,,,1,271,15.06,2,10,10,1,9,,4,0,18,0,,,,,,,,
269,Salomon Rondon,2018,Forward,32,12,12,Venezuela,11,2,5,4,6,0.34,0,1,89,29,33,7,8,29,5,38,26,,,,,,,,,,,,,,7,735,22.97,4,14,,,,,1,0,22,20,,,,,,,,
270,Barry Douglas,2018,Defender,0,0,0,Scotland,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
271,Davinson Sanchez,2018,Defender,23,13,9,Colombia,1,1,0,0,0,,,,,,,,37,2,30,101,58,54,115,114,90,1,66,50,6,21,0,1,0,0,1,1440,62.61,1,0,0,0,62,,2,0,20,0,,,,,,,,
272,Nordin Amrabat,2018,Midfielder,0,0,0,Morocco,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
273,Gaetan Bong,2018,Defender,22,4,13,Cameroon,0,0,0,0,0,,,,,,,,16,0,25,45,16,63,112,55,74,11,24,32,5,34,0,0,0,0,0,602,27.36,0,57,16,0,25,,0,0,11,0,,,,,,,,
274,Mateusz Hewelt,2018,Goalkeeper,0,0,0,Poland,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
275,Ken Sema,2018,Midfielder,17,9,3,Sweden,1,0,0,1,0,0.06,0,0,12,4,33,0,16,3,8,4,0,44,33,64,85,19,20,18,,,,0,,,2,236,13.88,1,10,10,0,0,,1,0,13,1,,,,,,,,
276,Pedro,2018,Forward,31,18,7,Spain,8,0,4,4,0,0.26,0,0,57,25,44,2,27,8,18,8,2,,,,,,,,,,,,,,2,1066,34.39,6,61,,,,,2,0,17,8,,,,,,,,
277,Willian,2018,Forward,32,18,6,Brazil,3,0,3,0,5,0.09,0,0,62,22,35,6,35,22,13,11,6,,,,,,,,,,,,,,6,1230,38.44,10,169,,,,,2,0,12,11,,,,,,,,
278,Adrian Mariappa,2018,Defender,26,10,10,Jamaica,0,0,0,0,0,,,,,,,,35,2,25,119,51,63,77,99,97,1,59,58,5,31,0,1,2,0,0,882,33.92,1,1,100,0,56,,3,0,19,1,,,,,,,,
279,Ben Wilmot,2018,Defender,2,1,1,England,0,0,0,0,0,,,,,,,,0,0,0,1,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,9,4.5,0,0,0,0,3,,0,0,0,0,,,,,,,,
280,Isaac Hayden,2018,Midfielder,25,11,9,England,1,0,1,0,0,0.04,0,0,22,5,23,0,73,10,40,28,16,59,118,151,117,12,54,40,,,,0,,,4,720,28.8,4,11,36,5,26,,3,1,32,0,,,,,,,,
281,Alisson,2018,Goalkeeper,38,30,1,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,21,22,0,3,,,0,1076,28.32,,,,,183,0,1,0,0,,76,0,17,12,6,17,212,216
282,Josh Sims,2018,Midfielder,7,3,2,England,0,0,0,0,0,0.0,0,0,5,1,20,1,1,2,1,1,0,0,19,11,20,4,1,9,,,,0,,,1,44,6.29,1,1,0,0,1,,0,0,1,1,,,,,,,,
283,Phil Ofosu-Ayeh,2018,Defender,0,0,0,Ghana,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
284,Raheem Sterling,2018,Forward,34,28,4,England,17,2,11,4,3,0.5,0,0,77,39,51,8,32,22,17,4,1,,,,,,,,,,,,,,10,1263,37.15,12,75,,,,,3,0,40,13,,,,,,,,
285,Conor Masterson,2018,Defender,0,0,0,Ireland,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
286,Luke Amos,2018,Midfielder,1,1,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,1,1,,,,0,,,0,3,3.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
287,Danny Ings,2018,"Name
Danny Ings    Forward
Danny Ings    Forward
Name: Position, dtype: object",24,6,8,"Name
Danny Ings    England
Danny Ings    England
Name: Nationality, dtype: object",7,2,5,0,1,0.29,3,0,55,23,42,8,30,11,5,7,2,,,,,,,,,,,,,,3,392,16.33,6,14,,,,,1,0,16,6,,,,,,,,
288,Scott McTominay,2018,Midfielder,16,8,4,Scotland,2,0,1,1,0,0.13,0,0,15,6,40,2,10,4,15,16,8,90,52,61,53,1,34,26,,,,0,,,0,449,28.06,0,2,0,1,17,,1,0,11,1,,,,,,,,
289,Christian Atsu,2018,Midfielder,28,8,12,Ghana,1,0,0,1,0,0.04,0,0,28,14,50,1,24,4,7,14,3,63,86,84,140,25,10,59,,,,0,,,0,383,13.68,3,42,19,3,10,,2,0,13,4,,,,,,,,
290,Fabian Schar,2018,Defender,24,12,7,Switzerland,4,1,2,1,0,,,,,,,,60,2,67,137,76,65,113,155,134,14,65,65,7,23,0,0,0,1,1,994,41.42,1,17,12,4,134,,12,0,28,1,,,,,,,,
291,Anthony Knockaert,2018,Midfielder,30,6,18,France,2,0,0,2,0,0.07,0,0,27,9,33,2,33,10,29,6,2,64,120,100,109,32,16,8,,,,0,,,6,616,20.53,6,107,36,1,38,,4,1,22,3,,,,,,,,
292,Antonio Barreca,2018,Defender,1,0,1,Italy,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.0,0,1,0,0,0,,0,0,0,0,,,,,,,,
293,Sead Haksabanovic,2018,Midfielder,0,0,0,Montenegro,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
294,Lee Chung-Yong,2018,Midfielder,0,0,0,South Korea,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
295,Joel Campbell,2018,Forward,0,0,0,Costa Rica,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
296,Samir Nasri,2018,Midfielder,5,2,3,France,0,0,0,0,0,0.0,0,0,3,0,0,0,0,1,1,1,1,0,9,4,6,2,0,1,,,,0,,,2,155,31.0,1,3,33,0,7,,0,0,3,3,,,,,,,,
297,Robert Elliot,2018,Goalkeeper,0,0,0,Ireland,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
298,Harry Wilson,2018,Midfielder,0,0,0,Wales,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
299,Kyle Walker-Peters,2018,Defender,6,4,1,England,0,0,0,0,0,,,,,,,,7,0,4,4,2,57,20,29,19,9,3,9,2,4,0,0,0,0,3,188,31.33,0,7,57,0,3,,1,0,4,1,,,,,,,,
300,Scott Dann,2018,Defender,10,6,2,England,0,0,0,0,0,,,,,,,,6,2,5,44,25,33,29,35,24,3,26,16,2,10,0,0,0,0,1,264,26.4,2,0,0,0,14,,1,0,4,0,,,,,,,,
301,Aaron Wan-Bissaka,2018,Defender,35,13,15,England,0,0,0,0,0,,,,,,,,129,5,84,129,59,70,206,249,128,61,43,30,12,46,0,0,0,0,3,1165,33.29,4,56,21,1,34,,4,1,23,2,,,,,,,,
302,Harry Arter,2018,Midfielder,25,6,15,Ireland,0,0,0,0,3,0.0,0,0,23,5,22,0,62,8,21,20,7,60,128,85,75,3,6,14,,,,2,,,1,658,26.32,1,17,35,3,42,,10,0,25,2,,,,,,,,
303,Vicente Iborra,2018,Midfielder,8,3,2,Spain,0,0,0,0,0,0.0,0,0,2,1,50,1,3,0,8,3,2,33,22,12,20,0,8,3,,,,0,,,0,147,18.38,0,0,0,2,17,,0,0,6,0,,,,,,,,
304,John Ruddy,2018,Goalkeeper,1,1,0,England,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,,,0,19,19.0,,,,,9,0,0,0,0,,3,0,0,1,1,0,2,7
305,Daniel Grimshaw,2018,Goalkeeper,0,0,0,England,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
306,Mohamed Elyounoussi,2018,Midfielder,16,1,10,Norway,0,0,0,0,2,0.0,0,0,20,6,30,4,16,5,6,5,1,69,44,48,55,10,9,15,,,,0,,,0,222,13.88,2,48,27,2,8,,0,0,10,2,,,,,,,,
307,Cesc Fabregas,2018,Midfielder,6,2,2,Spain,0,0,0,0,0,0.0,0,0,1,0,0,0,6,0,1,0,0,67,17,11,12,0,2,4,,,,0,,,0,193,32.17,0,1,0,4,8,,1,0,1,0,,,,,,,,
308,Marcus Rashford,2018,Forward,33,17,8,England,10,0,9,1,0,0.3,0,1,84,40,48,16,24,15,3,24,13,,,,,,,,,,,,,,6,666,20.18,7,55,,,,,3,1,26,15,,,,,,,,
309,Sullay Kaikai,2018,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
310,Muhamed Besic,2018,Midfielder,0,0,0,Bosnia And Herzegovina,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
311,Leonardo Ulloa,2018,"Name
Leonardo Ulloa    Forward
Leonardo Ulloa    Forward
Name: Position, dtype: object",0,0,0,"Name
Leonardo Ulloa    Argentina
Leonardo Ulloa    Argentina
Name: Nationality, dtype: object",0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
312,Pierre-Emile Hjbjerg,2018,Midfielder,31,8,15,Denmark,4,0,3,1,1,0.13,0,0,53,19,36,1,71,10,60,28,14,69,269,188,179,22,48,30,,,,1,,,3,1793,57.84,4,29,28,7,107,,7,2,47,0,,,,,,,,
313,Kamil Grabara,2018,Goalkeeper,0,0,0,Poland,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
314,Yerry Mina,2018,Defender,13,5,4,Colombia,1,1,0,0,0,,,,,,,,14,1,8,50,29,50,41,57,43,0,38,27,3,13,0,1,0,0,0,504,38.77,0,0,0,0,36,,3,0,13,1,,,,,,,,
315,Claudio Gomes,2018,Midfielder,0,0,0,France,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
316,Rabbi Matondo,2018,Forward,0,0,0,Wales,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
317,James McCarthy,2018,Midfielder,1,1,0,Ireland,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,1,0,0,50,0,2,0,0,0,0,,,,0,,,0,6,6.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
318,Jack Simpson,2018,Defender,6,2,3,England,0,0,0,0,0,,,,,,,,9,0,9,22,9,56,27,24,17,0,14,10,1,9,1,0,0,0,0,236,39.33,0,0,0,0,8,,0,0,3,0,,,,,,,,
319,Tammy Abraham,2018,Forward,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
320,Mohamed Diame,2018,Midfielder,29,8,13,Senegal,0,0,0,0,1,0.0,0,0,20,3,15,2,78,11,30,36,18,60,144,149,171,17,36,46,,,,0,,,0,733,25.28,0,12,8,5,39,,3,0,36,0,,,,,,,,
321,Paulo Alves,2018,Midfielder,0,0,0,Portugal,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
322,Jannik Vestergaard,2018,Defender,23,8,9,Denmark,0,0,0,0,0,,,,,,,,53,3,35,171,103,62,124,161,92,10,84,53,4,31,0,1,0,0,0,845,36.74,1,1,0,3,53,,2,0,17,1,,,,,,,,
323,Nabili Zoubdi Touaizi,2018,Forward,0,0,0,Spain,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
324,Marcos Rojo,2018,Defender,5,3,0,Argentina,0,0,0,0,0,,,,,,,,5,2,6,9,5,60,8,10,9,1,3,1,0,5,1,1,0,0,0,124,24.8,0,3,0,0,8,,2,0,3,0,,,,,,,,
325,Chancel Mbemba,2018,Defender,0,0,0,The Democratic Republic Of Congo,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
326,Cameron John,2018,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
327,Roberto Pereyra,2018,Midfielder,33,12,14,Argentina,6,0,5,1,4,0.18,0,0,57,21,37,6,21,14,23,20,10,57,186,102,177,41,4,19,,,,1,,,1,1121,33.97,7,40,20,3,46,,3,0,27,3,,,,,,,,
328,Charly Musonda,2018,Midfielder,0,0,0,Belgium,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
329,James Collins,2018,Defender,0,0,0,Wales,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
330,Ben Woodburn,2018,Forward,0,0,0,Wales,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
331,Billy Arce,2018,Midfielder,0,0,0,Ecuador,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
332,Stephan Lichtsteiner,2018,Defender,14,6,4,Switzerland,0,0,0,0,0,,,,,,,,15,0,9,23,16,60,41,50,54,4,22,20,0,18,0,1,0,0,0,480,34.29,0,30,3,0,14,,3,0,11,2,,,,,,,,
333,Ben Gibson,2018,Defender,1,0,1,England,1,0,1,0,0,,,,,,,,1,0,0,2,2,100,3,3,5,0,2,4,0,3,0,0,1,0,0,33,33.0,0,0,0,0,1,,1,0,2,0,,,,,,,,
334,Christian Kabasele,2018,Defender,21,7,10,Belgium,0,0,0,0,0,,,,,,,,25,4,38,106,55,56,60,99,78,0,60,46,3,26,0,0,1,1,0,550,26.19,0,1,0,0,45,,2,1,22,0,,,,,,,,
335,Robert Huth,2018,Defender,0,0,0,Germany,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
336,Phil Foden,2018,Midfielder,13,12,1,England,1,1,0,0,1,0.08,0,0,14,6,43,2,7,3,4,1,0,86,14,22,25,8,2,7,,,,0,,,0,231,17.77,2,4,25,3,3,,0,0,4,0,,,,,,,,
337,Martin Dubravka,2018,Goalkeeper,38,12,17,Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,11,48,0,3,,,0,1033,27.18,,,,,281,0,1,0,0,,95,0,15,42,6,16,140,323
338,Timothy Eyoma,2018,Defender,0,0,0,England,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
339,Kasey Palmer,2018,Midfielder,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0.0,0,0,0,0,0,,0,0,0,0,,,,,,,,
340,Kazaiah Sterling,2018,Forward,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
341,Josh Dasilva,2018,Forward,0,0,0,England,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0.0,0,0,,,,,0,0,0,0,,,,,,,,
342,Victor Moses,2018,Defender,2,1,0,Nigeria,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,13,6.5,0,0,,,,,0,0,1,0,,,,,,,,
343,Adam Bogdan,2018,Goalkeeper,0,0,0,Hungary,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
344,Simon Mignolet,2018,Goalkeeper,0,0,0,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0.0,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
